"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033866","nucleoside bisphosphate biosynthetic process","41/7994","57/14868",0.00382191733524568,0.0352478836776058,0.027850594231783,"ELOVL5/PDK3/COASY/ACSL4/ACAT1/ACACB/DLD/ACOT7/TECR/SLC25A1/MLYCD/GCDH/PDHX/PANK3/SLC25A16/ACSL3/PANK2/PPCS/ACSS2/PPT1/ACLY/PDHA1/PAPSS1/SLC27A2/MPC2/MMUT/HSD17B12/DLAT/ACSL1/PDK1/PANK1/ACSS1/DIP2A/ELOVL7/PDHB/ELOVL6/ACSF3/ELOVL2/PAPSS2/HACD2/ACACA",41
"GO:0034030","ribonucleoside bisphosphate biosynthetic process","41/7994","57/14868",0.00382191733524568,0.0352478836776058,0.027850594231783,"ELOVL5/PDK3/COASY/ACSL4/ACAT1/ACACB/DLD/ACOT7/TECR/SLC25A1/MLYCD/GCDH/PDHX/PANK3/SLC25A16/ACSL3/PANK2/PPCS/ACSS2/PPT1/ACLY/PDHA1/PAPSS1/SLC27A2/MPC2/MMUT/HSD17B12/DLAT/ACSL1/PDK1/PANK1/ACSS1/DIP2A/ELOVL7/PDHB/ELOVL6/ACSF3/ELOVL2/PAPSS2/HACD2/ACACA",41
"GO:0034033","purine nucleoside bisphosphate biosynthetic process","41/7994","57/14868",0.00382191733524568,0.0352478836776058,0.027850594231783,"ELOVL5/PDK3/COASY/ACSL4/ACAT1/ACACB/DLD/ACOT7/TECR/SLC25A1/MLYCD/GCDH/PDHX/PANK3/SLC25A16/ACSL3/PANK2/PPCS/ACSS2/PPT1/ACLY/PDHA1/PAPSS1/SLC27A2/MPC2/MMUT/HSD17B12/DLAT/ACSL1/PDK1/PANK1/ACSS1/DIP2A/ELOVL7/PDHB/ELOVL6/ACSF3/ELOVL2/PAPSS2/HACD2/ACACA",41
"GO:0007162","negative regulation of cell adhesion","151/7994","242/14868",0.0038484959971295,0.0354218096623743,0.027988019277566,"MAD1L1/PLXND1/ADAM22/HFE/SNAI2/CD74/RUNX3/ARHGAP6/FOXP3/RC3H2/WNK1/ERBB3/RHOA/MAP4K4/DLG1/PLXNA2/PAG1/IL4R/FBLN1/ITCH/CEACAM1/ARG2/PTPRC/MMP2/SEMA6A/JAK2/ABL1/PPM1F/JAG1/SMAD7/RGCC/CORO2B/IL4I1/TGFB1/CBLL1/SERPINE1/GLI3/AKNA/KANK1/GTPBP4/COL1A1/DUSP3/PRKAR1A/CORO1C/ATP5F1B/SH2B3/GCNT2/RIPOR2/DUSP22/SEMA5A/BCL6/PLXNA1/EPB41L5/EPHA4/MAD2L2/GBP1/TNFSF4/ARG1/DUSP1/TGFBI/TMEM131L/BTN2A2/BMP4/BMP2/PODXL/TWSG1/ACTN4/ASS1/NDFIP1/LGALS3/EPHB2/SWAP70/ANXA1/CD164/RC3H1/SERPINE2/GPNMB/MARCHF7/KLF4/RDX/THBS1/ADAM10/CYP1B1/AP1AR/PDE5A/ACVRL1/CDH13/TBCD/ERBB2/AKT1/HSPG2/XCL1/ADAM15/ABCA12/PHLDB2/PIK3R1/RASA1/TNFRSF21/CASK/NOTCH1/PDE3B/SPOCK1/UBASH3B/ANGPT1/MIA3/FZD7/MMP14/DMTN/ZBTB7B/CLASP2/PRKCD/MELTF/PLXNB1/CASP3/DLC1/SLC4A2/METTL3/JAM3/LGALS9/PTK2/SOCS6/PTEN/PRNP/DAB1/C1QTNF1/IL20RB/FZD4/GLMN/PTPN2/ACER2/PAWR/RCC2/PTPN11/MYADM/SCRIB/ZNF703/EFNA5/PRKG1/NF2/PPARA/SPRY4/SEMA4D/PLXNB2/AJAP1/NF1/SRC/PELI1/MBP/YTHDF2/PLXNB3/SIPA1",151
"GO:0051495","positive regulation of cytoskeleton organization","109/7994","170/14868",0.00385264864603334,0.0354218096623743,0.027988019277566,"BAIAP2L1/TENM1/SPAST/ARHGEF5/NCKAP1/LIMCH1/RHOA/NAV3/NCK2/WDR1/FERMT2/CLASP1/ARHGEF10L/DLG1/RAPGEF3/CARMIL1/CTTN/WNT11/P2RX7/PXN/ABL1/NRP1/PPM1F/MAPRE1/RGCC/SFRP1/ARHGEF10/MET/TGFBR1/SLAIN2/CRACD/CDKN1B/SEMA5A/CCDC88A/CCN2/VPS4B/SORBS3/STIL/DSTN/CCR7/VIL1/AKAP9/CDC42EP1/BAIAP2L2/SNX9/CLIP1/MAP1B/NES/WASF3/SWAP70/ROCK2/FHOD1/CDK5RAP2/FCHSD2/NUMA1/ABI2/SLAIN1/TPM1/KATNB1/PLK4/GSN/ADD3/PAK1/FER/CENPJ/RHOC/BAG4/BRAF/NCK1/WASF2/WNT4/CDC42EP3/LMOD1/RICTOR/CFL2/ARF6/CEP295/SMAD3/CEP120/MECP2/PRKCE/SYNPO/SYNPO2/WASHC2C/PPM1E/CKAP5/BAIAP2/GRB2/PDE4DIP/CDC42EP4/MAPK15/FES/CAV3/KIRREL1/PRKD1/DRG1/NF2/MAPT/EVL/CD47/FLNA/DYNC1H1/FCHSD1/LPAR1/TOGARAM1/MTOR/DCTN1/FMN1/CYFIP1",109
"GO:0001953","negative regulation of cell-matrix adhesion","25/7994","32/14868",0.00390353104389008,0.0356697852050415,0.0281839534868762,"ARHGAP6/MAP4K4/JAG1/SERPINE1/CORO1C/DUSP22/BCL6/THBS1/ACVRL1/ADAM15/PHLDB2/PIK3R1/RASA1/CASK/MMP14/DMTN/CLASP2/DLC1/PTEN/ACER2/RCC2/NF2/AJAP1/NF1/SRC",25
"GO:0051642","centrosome localization","25/7994","32/14868",0.00390353104389008,0.0356697852050415,0.0281839534868762,"PAFAH1B1/SYNE2/INTS13/ASPM/DLG1/PLXNA2/AURKA/EZR/SUN2/NIN/NUBP1/TBCCD1/PARD3B/DLGAP5/AKAP9/DYNC1LI2/FHOD1/PARD3/RANBP2/MAD2L1/SUN1/NDEL1/KIF5B/CEP83/BICD2",25
"GO:0061842","microtubule organizing center localization","25/7994","32/14868",0.00390353104389008,0.0356697852050415,0.0281839534868762,"PAFAH1B1/SYNE2/INTS13/ASPM/DLG1/PLXNA2/AURKA/EZR/SUN2/NIN/NUBP1/TBCCD1/PARD3B/DLGAP5/AKAP9/DYNC1LI2/FHOD1/PARD3/RANBP2/MAD2L1/SUN1/NDEL1/KIF5B/CEP83/BICD2",25
"GO:1903649","regulation of cytoplasmic transport","25/7994","32/14868",0.00390353104389008,0.0356697852050415,0.0281839534868762,"EIPR1/ATP9A/PTPN23/RAB21/MTMR2/RAB11FIP3/EZR/MAPK1/RAB11A/CHMP3/RAB29/DENND10/MAP2K2/SORL1/RDX/DNAJC13/MSN/VPS11/ARFIP1/MAP2K1/MECP2/NF2/USP7/LRRK2/SRC",25
"GO:1904385","cellular response to angiotensin","23/7994","29/14868",0.00400363015298947,0.0364833347338009,0.0288267676206317,"ARID1B/ROCK1/CDC6/CAV1/NFKB1/NFE2L2/INHBA/ROCK2/MAP3K7/BRIP1/RAP1GDS1/PPP3CA/IGF1R/AGTR1/NONO/PRKCA/DDR2/PRKCD/AHCYL1/RELA/PRKD1/HSF1/SRC",23
"GO:0030198","extracellular matrix organization","174/7994","282/14868",0.00400479038891228,0.0364833347338009,0.0288267676206317,"CFLAR/ST7/NOX1/POMT2/PHLDB1/TNFRSF1B/GPM6B/ADAMTS6/FOXC1/COL17A1/BCL3/CLASP1/NTN4/FSCN1/NFKB2/FBLN1/ITGA8/FAP/COL5A3/COL19A1/POMGNT1/ADAMTS2/MMP2/NID2/LAMB1/CCDC80/COL9A3/TGFB2/TMEM38B/ABL1/FERMT1/LAMA1/RGCC/MMP15/SMPD3/ERCC2/TGFB1/COMP/CAV2/CAV1/DNAJB6/PLOD3/AEBP1/TGFBR1/ENG/RIC1/COL1A1/COL12A1/NR2E1/LOX/QSOX1/MAD2L2/EXOC8/NID1/MMP8/TGFBI/SERAC1/RECK/P4HA1/LRP1/SOX9/BMP2/LOXL1/COLGALT1/PXDN/COL5A1/POMT1/MATN2/LARGE1/LOXL2/COL4A2/LAMC1/ADAMTS7/SULF1/ADAM10/CYP1B1/EMILIN1/LOXL4/PRDM5/SLC39A8/PRICKLE1/COL2A1/LUM/RB1/FBLN5/FURIN/GFOD2/P3H4/FKBP10/APP/CCN1/HMCN1/ADAMTSL4/CTSK/ADAM15/COL8A1/PHLDB2/CSGALNACT1/NOTCH1/GAS2/HSD17B12/SERPINH1/MMP3/ITGB1/ADAMTS12/VIPAS39/ADAM8/ABI3BP/ADAMTS1/MMP16/ADAMTS3/MMP14/MYO1E/ADAMTS4/FGFR4/DDR2/OLFML2B/CTSS/ELF3/CLASP2/ADAMTS9/MELTF/EGFLAM/COL1A2/TNFRSF11B/ATP7A/ADAMTS15/SPINT1/GREM1/SMAD3/BMP1/COL3A1/AXIN2/NPNT/ANTXR1/CRTAP/HAS2/RXFP1/LAMB2/EFEMP2/NDNF/DAG1/SH3PXD2B/RIC8A/ADAMTSL1/VWA1/EXT1/ANXA2/COL18A1/WT1/FLRT2/OLFML2A/COL4A1/THSD4/COL14A1/COL4A5/LAMA2/NF1/COL27A1/COL13A1/SLC2A10/COL4A6/DPP4/ERO1A/MMP17/SMOC1/COLGALT2/COL5A2/COL15A1/DDR1/COLQ/ATXN1L/ZNF469/ITGB3",174
"GO:0006929","substrate-dependent cell migration","21/7994","26/14868",0.00401266843735627,0.0364993789111355,0.0288394446901777,"SNAI2/ANKS1A/NTN1/OPHN1/PTPRC/CTTN/NRP1/STK4/ATP5F1B/EPB41L5/FN1/SDCBP/ITGA11/SLIT2/ADAM8/NCK1/ITGA2/ROBO1/CSPG4/CD2AP/STON1",21
"GO:0045910","negative regulation of DNA recombination","34/7994","46/14868",0.00403829644299966,0.0366061744480494,0.0289238276049524,"PARP3/FOXP3/POLQ/TP53BP1/MLH1/THOC1/RIF1/MSH2/ABL1/SMCHD1/RECQL5/MSH3/BCL6/MSH6/MAD2L2/ZRANB3/SHLD2/H1-3/HELB/NDFIP1/TERF2/FBH1/UBQLN4/SENP3/CGAS/TERF2IP/KAT5/KLHL15/MAGEF1/FANCB/H1-5/PARPBP/H1-2/BLM",34
"GO:0006278","RNA-templated DNA biosynthetic process","49/7994","70/14868",0.00405168281210208,0.0366061744480494,0.0289238276049524,"MRE11/RFC1/XRCC5/MAP3K4/MAPKAPK5/HNRNPC/TINF2/MAPK1/TELO2/ACD/TNKS2/STN1/PTGES3/RAD50/XRN1/CCT4/NEK2/TCP1/TENT4B/POT1/GNL3L/DKC1/RPA1/TERF2/NAT10/CCT7/PIF1/PARN/NAF1/CCT6A/HMBOX1/TERF1/TNKS1BP1/ATM/CCT5/NEK7/CCT8/CCT3/CCT2/TERF2IP/CTNNB1/EXOSC10/DCP2/TNKS/ATR/CTC1/MAPK15/SRC/SMG5",49
"GO:0048488","synaptic vesicle endocytosis","49/7994","70/14868",0.00405168281210208,0.0366061744480494,0.0289238276049524,"AP2B1/SYT7/RAB27B/AP2S1/AP3D1/SYT1/ROCK1/AP3M2/PICALM/AMPH/SYNJ2/OPHN1/DNM2/SYP/STX1A/DNAJC6/VAMP4/PPP3CC/PACSIN1/CANX/SNX9/SYT11/TOR1A/STON2/SH3GL3/SH3GL1/DGKQ/NLGN4X/FCHO2/AP3S2/SYNJ1/CTBP1/AP2M1/TBC1D24/CDK5/NLGN4Y/ARF6/AP1G1/NLGN1/AP3S1/GAK/SCRIB/BTBD9/ACTG1/PIP5K1C/LRRK2/DNM3/ITSN2/STON1",49
"GO:0072088","nephron epithelium morphogenesis","49/7994","70/14868",0.00405168281210208,0.0366061744480494,0.0289238276049524,"HOXA11/SOX8/PKD1/DLG1/WNT11/SIX4/SALL1/EYA1/GLI3/LZTS2/HES1/STAT1/PKD2/BMP4/SOX9/HS3ST3B1/GZF1/BMP2/SIX1/LIF/SMO/LAMA5/WNT2B/AHI1/MYC/FGF2/GREB1L/SMAD4/OSR1/GPC3/HS2ST1/HS3ST3A1/WNT4/KIF26B/ILK/DCHS1/GREM1/CTNNB1/NPNT/IRX2/BCL2/IRX3/MAGED1/WT1/PBX1/PTCH1/LGR4/FMN1/HOXB7",49
"GO:0051701","biological process involved in interaction with host","113/7994","177/14868",0.00405508317582716,0.0366061744480494,0.0289238276049524,"CD74/HYAL2/TFRC/SCARB1/RAB7A/ITCH/THOC1/MID2/ITGB5/CHMP2B/EPS15/CHMP5/ICAM1/TYRO3/NRP1/LGALS1/THOC5/VAPA/HTR2A/KPNA3/VPS18/SLC1A5/CAV2/CAV1/CBL/NECTIN1/CD81/TRIM38/EXOC2/PIKFYVE/CHMP3/TRIM62/CD46/VPS4B/IDE/TRIM25/TRIM6/ZNF639/WWP1/NUP153/EFNB2/THOC2/CDHR3/ILF3/LDLR/NECTIN2/CHMP1A/TRIM5/VPS4A/ARL8B/CTSL/ITGAV/SCARB2/SLC7A1/VPS37B/FURIN/NPC1/IFITM3/AKT1/EPHA2/XPR1/AGTR1/DYNLT1/EGFR/CHMP7/GSN/NCAM1/ITGB1/TRIM11/CXADR/F11R/ITGA5/CLDN1/ITGA2/CTSB/SMPD1/ANPEP/TRIM68/AXL/DDB1/SLC3A2/SLC20A2/LGALS9/CXCL8/INSR/TRIM8/BCL2L1/LRRC15/BSG/GRK2/DAG1/PC/CHMP6/NECTIN3/CIITA/IST1/EXOC7/ALYREF/P4HB/SLC52A2/LAMP1/TPCN1/PPARA/CD55/ZNF502/SRC/DPP4/WWP2/UVRAG/JPT2/TRIM26/HS3ST5/ITGB3",113
"GO:0044403","biological process involved in symbiotic interaction","163/7994","263/14868",0.00406949801999015,0.0366183379647339,0.028933438427852,"CD74/YTHDC2/CTDP1/HYAL2/NUCKS1/TFRC/SCARB1/RAB7A/PIK3C3/ITCH/THOC1/MID2/ITGB5/CHMP2B/REST/EPS15/CHMP5/CCNK/ICAM1/TYRO3/JAK2/NRP1/ZDHHC8/LGALS1/THOC5/APOBEC3H/EP300/VAPA/FMR1/EEA1/HTR2A/KPNA3/VPS18/SLC1A5/CAV2/CAV1/HSPA8/CBL/NECTIN1/CD81/TRIM38/EXOC2/TUSC2/PIKFYVE/FN1/CHMP3/HDAC1/TRIM62/RAB29/CD46/ARG1/VPS4B/IDE/TARDBP/TRIM25/TRIM6/ZNF639/WWP1/RAB9A/NUP153/EFNB2/THOC2/SMARCA4/CDHR3/EIF2AK4/CCNT1/ILF3/LDLR/NECTIN2/CHMP1A/TRIM5/INPP5K/VPS4A/ARL8B/ROCK2/CTSL/DDX56/CDK9/ITGAV/SCARB2/LEF1/SLC7A1/VPS37B/FURIN/NPC1/IFITM3/AKT1/EPHA2/XPR1/HSPD1/RAB5A/AGTR1/DYNLT1/EGFR/CHMP7/STOM/GSN/NCAM1/HMGA2/ITGB1/FBXL2/CHD1/TRIM11/CXADR/EEF1A1/F11R/RRP1B/SAP30BP/ITGA5/SMC6/CLDN1/SAP30/ITGA2/CTSB/ZFYVE1/PSMC3/SMPD1/TMEM41B/ANPEP/TRIM68/AXL/DDB1/SLC3A2/SLC20A2/LGALS9/CXCL8/FASN/INSR/TRIM8/BCL2L1/LRRC15/PAIP1/BSG/GRK2/DAG1/PC/CHMP6/JUN/NECTIN3/CIITA/ZDHHC20/IST1/EXOC7/ALYREF/SP1/P4HB/SLC52A2/LAMP1/TPCN1/PPARA/CD55/ZNF502/IGF2R/SRC/DPP4/WWP2/UVRAG/SMC5/JPT2/TRIM26/PI4KA/HS3ST5/ITGB3",163
"GO:0071214","cellular response to abiotic stimulus","182/7994","296/14868",0.00408601045539351,0.0366183379647339,0.028933438427852,"GCLC/KDM1A/CREBBP/NOX1/CRY1/BRCA1/ERCC1/SNAI2/FAS/ADSS2/USP28/RAD51/OPN3/WNK1/POLD1/CASP8/TMEM161A/MYLK/MAP2K4/TP53BP1/HYAL2/NUCKS1/NEDD4/RDH11/POLD3/XRCC5/ZMPSTE24/REST/AKR1B1/WNT11/MMP2/GNA11/MAP3K20/NLRP1/CAPN3/MAP3K1/SIRT1/PALM/EP300/YY1/NFATC4/CD40/TIMP1/NFAT5/N4BP1/PIEZO1/TMEM87A/BMF/SFRP1/EEF1D/TNFRSF10A/RELB/AKT2/ENG/MAPK8/MICU1/COL1A1/NFKB1/ASIC1/MAPK14/RAD1/ECT2/ARHGEF2/SLC2A1/CASP8AP2/PKD2/CCND2/GPR68/EGR1/TNFRSF10B/PIK3CA/POLK/KCNJ2/SERPINB6/CDKN1A/GRK4/SOX9/ZBTB1/EIF2AK4/INO80/HABP4/FIGNL1/PCNA/CASP9/EIF2S1/SLC38A2/DDB2/CLOCK/RAB11FIP5/USP15/MDM2/CAB39/NMT1/SCN2A/TANK/MYC/YAP1/BARD1/FGF2/BRCA2/CUL4A/IGF1R/TP53/RPTOR/BCL10/INTS7/PARP1/RHOB/CAMKMT/RHBDD1/PIK3R1/TLK2/TAF1/ANKRD1/TNKS1BP1/ATM/CHEK1/MMP3/BAG3/PTPRK/PIEZO2/MAPK13/CUL4B/F11R/IFI16/PRKCD/CDC25A/ITGA2/NIPBL/CASP3/TLR3/SPIDR/WRN/NSMF/METTL3/SMPD1/DDB1/FADD/PBK/BDKRB2/LETM1/CRADD/PTAFR/MAP3K2/USP47/POLH/LRRC8E/LRRC8C/BCL2L1/PTEN/OXSR1/DAG1/NET1/LIG4/DHX36/ATR/ERCC4/SWI5/BNIP3/GRB2/CALR/TSPYL5/NPM1/RUVBL2/CHEK2/HSF1/MAPK11/ZFP36L1/KDM4D/NOC2L/XRCC6/MME/TRPV1/BLM/STK39/RCSD1/MTOR/SIPA1/DDX3X/AQP1/ITGB3/GTF2H5",182
"GO:0104004","cellular response to environmental stimulus","182/7994","296/14868",0.00408601045539351,0.0366183379647339,0.028933438427852,"GCLC/KDM1A/CREBBP/NOX1/CRY1/BRCA1/ERCC1/SNAI2/FAS/ADSS2/USP28/RAD51/OPN3/WNK1/POLD1/CASP8/TMEM161A/MYLK/MAP2K4/TP53BP1/HYAL2/NUCKS1/NEDD4/RDH11/POLD3/XRCC5/ZMPSTE24/REST/AKR1B1/WNT11/MMP2/GNA11/MAP3K20/NLRP1/CAPN3/MAP3K1/SIRT1/PALM/EP300/YY1/NFATC4/CD40/TIMP1/NFAT5/N4BP1/PIEZO1/TMEM87A/BMF/SFRP1/EEF1D/TNFRSF10A/RELB/AKT2/ENG/MAPK8/MICU1/COL1A1/NFKB1/ASIC1/MAPK14/RAD1/ECT2/ARHGEF2/SLC2A1/CASP8AP2/PKD2/CCND2/GPR68/EGR1/TNFRSF10B/PIK3CA/POLK/KCNJ2/SERPINB6/CDKN1A/GRK4/SOX9/ZBTB1/EIF2AK4/INO80/HABP4/FIGNL1/PCNA/CASP9/EIF2S1/SLC38A2/DDB2/CLOCK/RAB11FIP5/USP15/MDM2/CAB39/NMT1/SCN2A/TANK/MYC/YAP1/BARD1/FGF2/BRCA2/CUL4A/IGF1R/TP53/RPTOR/BCL10/INTS7/PARP1/RHOB/CAMKMT/RHBDD1/PIK3R1/TLK2/TAF1/ANKRD1/TNKS1BP1/ATM/CHEK1/MMP3/BAG3/PTPRK/PIEZO2/MAPK13/CUL4B/F11R/IFI16/PRKCD/CDC25A/ITGA2/NIPBL/CASP3/TLR3/SPIDR/WRN/NSMF/METTL3/SMPD1/DDB1/FADD/PBK/BDKRB2/LETM1/CRADD/PTAFR/MAP3K2/USP47/POLH/LRRC8E/LRRC8C/BCL2L1/PTEN/OXSR1/DAG1/NET1/LIG4/DHX36/ATR/ERCC4/SWI5/BNIP3/GRB2/CALR/TSPYL5/NPM1/RUVBL2/CHEK2/HSF1/MAPK11/ZFP36L1/KDM4D/NOC2L/XRCC6/MME/TRPV1/BLM/STK39/RCSD1/MTOR/SIPA1/DDX3X/AQP1/ITGB3/GTF2H5",182
"GO:0001738","morphogenesis of a polarized epithelium","60/7994","88/14868",0.00409325145340666,0.0366183379647339,0.028933438427852,"DVL2/PAFAH1B1/FUZ/MKS1/MYO9A/RHOA/EXOC5/WDR1/CELSR1/OPHN1/DLG3/FAT1/RAB10/WNT11/ABL1/DAAM1/LAMA1/FZD3/SFRP1/DVL1/DKK1/SMURF2/JHY/PTK7/WNT5A/LAMA5/ANKRD6/AHI1/YAP1/SEC24B/PRICKLE1/NKD1/CELSR2/WDPCP/NPHP1/MSN/GPC3/ASTN2/ZDHHC7/FZD7/TIAM1/FZD1/GRHL3/BRSK1/PRICKLE2/RYK/FZD6/TTC8/DACT1/MLLT3/VANGL1/ERBB4/SCRIB/ZNRF3/ACTG1/MED12/SAPCD2/AJAP1/SMURF1/TRAF3IP1",60
"GO:0060993","kidney morphogenesis","60/7994","88/14868",0.00409325145340666,0.0366183379647339,0.028933438427852,"HOXA11/SOX8/PKD1/WWTR1/DLG1/ZMPSTE24/WNT11/SIX4/SALL1/EYA1/CALB1/GLI3/LZTS2/HES1/STAT1/PKD2/SOX4/BMP4/SOX9/HS3ST3B1/GZF1/BMP2/SIX1/LIF/SMO/LAMA5/WNT2B/AHI1/MYC/FGF2/FRAS1/PPP3CA/GREB1L/SMAD4/OSR1/GPC3/HS2ST1/HS3ST3A1/WNT4/KIF26B/ILK/DCHS1/GREM1/CTNNB1/NPNT/IRX2/ASXL1/BCL2/IRX3/ERBB4/MAGED1/PRKX/WT1/PBX1/PTCH1/GCNT1/LRRK2/LGR4/FMN1/HOXB7",60
"GO:1901655","cellular response to ketone","60/7994","88/14868",0.00409325145340666,0.0366183379647339,0.028933438427852,"CFTR/CFLAR/SLC39A9/SPHK2/FECH/GNB1/SIRT1/JAK2/SFRP1/AKAP8/AHR/RPS6KB1/RECQL5/GOLPH3/NR3C1/XRN1/PARK7/TNFSF4/CREB1/KLF9/PTGFR/TRERF1/PTGER2/GNAI1/ASS1/PRKAA1/SERPINF1/CASP9/ROCK2/FDX1/ADCY3/CYP1B1/USP8/IGF1R/AKT1/ADAM15/VPS54/MSN/AKR1C2/ATP5F1A/LARP1/AIFM1/FBXO32/ACE/PRKAA2/ADCY1/GJB2/AXIN2/AR/PRKCE/ADCY6/PRKD1/EFNA5/SMYD3/SP1/AKR1C3/SRC/AQP1/NCOA4/ACACA",60
"GO:0051348","negative regulation of transferase activity","127/7994","201/14868",0.00412183928590082,0.0367929668361187,0.0290714188491044,"DBNDD1/PRKAR2B/MVP/WWTR1/PARP3/PIK3CB/PHPT1/IPO5/PPP2R5A/HYAL2/LRP6/TRIB2/CEACAM1/PTPRC/GSK3B/GSTP1/DNAJA1/RTRAF/IRAK3/TINF2/SIRT1/ABL1/PPM1F/GSKIP/TRIB3/CDK5RAP1/SMAD7/TSC2/RASIP1/CAV1/PRKAG2/DVL1/DUSP3/PRKAR1A/CBL/HIPK3/CORO1C/DUSP16/CDKN1B/FBXO5/STK38/BAG2/DUSP22/PRKAR2A/NPRL2/ERRFI1/PARK7/MAD2L2/DUSP1/MAPK8IP1/CDKN1A/BMP2/PTPRB/ZFP36/POT1/SNX6/CDKN1C/CEP85/LATS1/PPARG/INPP5K/EPHB2/APC/DAB2IP/SORL1/PTPRQ/TARBP2/RB1/WARS1/PIF1/PDPK1/TP53/AKT1/DUSP10/RUBCN/TERF1/PTPRJ/LATS2/PDCD4/HHEX/UBASH3B/GNAQ/EIF4A2/ZFYVE28/ADAR/LRP5/DUSP19/PAQR3/DTX3L/PRKCD/MAD2L1/PRDX3/SPRED1/SMPD1/PLK1/MIDN/RGS14/YWHAG/PKIA/PTEN/QARS1/TRIB1/HEG1/SH3BP5L/PPM1E/SFN/CHMP6/SMCR8/TAF7/SOCS4/PAK2/NPM1/CAV3/SLC8A1/IRS2/AIDA/MAPT/SPRY4/PRKAR1B/PTPN1/NF1/SRC/ZNF675/ADARB1/IPO7/LYN/SRCIN1",127
"GO:0006986","response to unfolded protein","87/7994","133/14868",0.00412510387353166,0.0367929668361187,0.0290714188491044,"RHBDD2/MBTPS2/ERP44/HSPA5/EIF2AK2/TM7SF3/TRAM1/NCK2/DNAJC10/DNAJA1/PPP1R15A/EDEM2/ERMP1/XBP1/DNAJC3/STUB1/BFAR/COMP/TBL2/CREB3/TMEM33/HSPA8/DNAJC4/CCND1/PACRG/FAF2/THBS4/STC2/NFE2L2/EDEM3/FBXO6/MFN2/CTH/ATF6/HSPH1/SERP1/COPS5/HERPUD2/OPTN/VAPB/TMTC4/HSPA2/DNAJB9/DNAJB1/EIF2S1/EDEM1/OS9/ABCB10/DNAJB2/TOR1B/DAB2IP/DNAJB5/THBS1/PARP16/TMBIM6/MBTPS1/UBXN4/HSPD1/RHBDD1/MANF/PIK3R1/SERPINH1/PARP8/BAG3/HSPB8/NCK1/AMFR/DNAJB4/ATF3/STT3B/HSPA4L/CREBRF/VCP/KBTBD6/HSPB3/HSPA4/EIF2AK3/PTPN2/BOK/ERN1/CREB3L2/HSF1/PTPN1/ERO1A/QRICH1/FICD/ATF6B",87
"GO:0021915","neural tube development","100/7994","155/14868",0.0041735298112285,0.0370587089041673,0.029281391015809,"DVL2/RALA/PKD1/FUZ/MKS1/CC2D2A/NUP133/GLI2/TEAD2/SEMA3C/CELSR1/PLXNA2/TULP3/PSEN1/KDM2B/HECTD1/PHGDH/TGFB2/ABL1/HIF1A/MTHFD1/IFT52/STK4/SALL4/MIB1/TSC2/CLUAP1/FZD3/SFRP1/STK3/TGFB1/PLOD3/GLI3/DVL1/KAT2A/AMBRA1/PTK7/WNT5A/HES1/IFT57/PKD2/MTHFD1L/GORAB/APAF1/LIAS/STIL/BMP4/OVOL2/SMO/FOXA1/RARA/CPLANE2/KIF20B/SEC24B/PRICKLE1/BBS4/EPHA2/BCL10/PRKACB/LMO4/GPR161/WDPCP/NOTCH1/ADM/SSBP3/FZD1/WDR19/SKI/GRHL3/ARHGAP35/CASP3/DLC1/FZD6/DACT1/TSC1/SPINT1/DCHS1/C2CD3/SEMA4C/LUZP1/RARG/KAT5/GLMN/TRAF6/MTHFR/DEAF1/SCRIB/SETD2/ATP6AP2/MED12/ZFP36L1/PTCH1/RNF220/IFT140/PLXNB2/NF1/OPA1/TCTN1/TRIM71/MARCKS",100
"GO:0034250","positive regulation of amide metabolic process","100/7994","155/14868",0.0041735298112285,0.0370587089041673,0.029281391015809,"CSDE1/SAMD4A/VIM/IFNGR1/SPHK2/ELAVL1/PKM/DHX29/BCL3/NCK2/PICALM/EIF4G3/PLD1/PPP1R15A/POLDIP3/EIF3D/PCIF1/CDK5RAP1/FMR1/DNAJC3/EIF3E/ABCA2/LARP4B/RPS6KB1/C1QBP/EIF4G2/TENT4A/MRPS27/FXR1/EIF4G1/NFE2L2/EPHA4/FASTKD2/SERP1/CLU/TENT4B/KHDRBS1/METTL8/AGO2/SOX4/MIF4GD/PRMT1/EIF2AK4/FXR2/NSUN5/HABP4/SH3BGRL/CTIF/ROCK2/SYNCRIP/NAT10/DHX9/NIBAN1/THBS1/CYP1B1/METTL5/SSB/EIF4A3/ERBB2/CCN1/EIF2B5/OGT/YTHDF1/SLC2A13/CDC123/GUF1/UHMK1/IMPACT/LARP1/RMND1/USP16/NCK1/PINK1/LARP4/EIF5A2/PRKCD/ITGA2/CASP3/RPUSD4/METTL3/LARP6/EEF2/PTAFR/CNBP/PAIP1/RELA/DHX36/NPM1/PLA2G6/SP1/YTHDF3/GSAP/PLXNB2/YTHDF2/MTOR/DDX3X/EIF6/PRKDC/MPV17L2/RCC1L",100
